Year,"Geographic
Region,
Based on
state of
death",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2016,Midwest,Indiana,75+,15,17.0*,72,17.4
2016,Midwest,Iowa,Total,64,30.2,434,18.0
2016,Midwest,Iowa,18-34,10-20,--,132,18.5
2016,Midwest,Iowa,35-54,22,47.8,174,22.9
2016,Midwest,Iowa,55-74,22,24.7,98,14.0
2016,Midwest,Iowa,75+,<10,--,30,12.9
2016,Midwest,Kansas,Total,60,30.5,496,22.8
2016,Midwest,Kansas,18-34,12,48.0*,168,25.2
2016,Midwest,Kansas,35-54,23,47.9,177,25.3
2016,Midwest,Kansas,55-74,15,17.9*,111,17.9
2016,Midwest,Kansas,75+,10,24.4*,40,21.0
2016,Midwest,Michigan,Total,159,26.2,"1,307",16.9
2016,Midwest,Michigan,18-34,20,44.4,361,16.2
2016,Midwest,Michigan,35-54,46,33.3,468,18.7
2016,Midwest,Michigan,55-74,65,23.0,369,15.8
2016,Midwest,Michigan,75+,28,19.4,109,16.3
2016,Midwest,Minnesota,Total,95,28.2,712,16.8
2016,Midwest,Minnesota,18-34,14,46.7*,214,17.1
2016,Midwest,Minnesota,35-54,31,45.6,259,18.4
2016,Midwest,Minnesota,55-74,34,22.2,200,16.5
2016,Midwest,Minnesota,75+,16,18.6*,39,10.9
2016,Midwest,Missouri,Total,154,34.1,"1,095",23.4
2016,Midwest,Missouri,18-34,29,69.0,345,25.3
2016,Midwest,Missouri,35-54,40,37.7,399,26.1
2016,Midwest,Missouri,55-74,55,27.2,264,19.2
2016,Midwest,Missouri,75+,30,30.0,87,20.9
2016,Midwest,Nebraska,Total,27,20.3,232,16.3
2016,Midwest,Nebraska,18-34,<10,--,87,19.8
2016,Midwest,Nebraska,35-54,<10,--,79,17.2
2016,Midwest,Nebraska,55-74,<10,--,49,12.3
2016,Midwest,Nebraska,75+,<10,--,17,13.4*
2016,Midwest,North Dakota,Total,16,30.8*,134,23.2
2016,Midwest,North Dakota,18-34,<10,--,51,25.6
2016,Midwest,North Dakota,35-54,<10,--,52,30.2
2016,Midwest,North Dakota,55-74,<10,--,21,13.6
2016,Midwest,North Dakota,75+,<10,--,10,19.6*
2016,Midwest,Ohio,Total,245,30.8,"1,655",18.4
2016,Midwest,Ohio,18-34,30,44.8,466,18.1
2016,Midwest,Ohio,35-54,70,36.5,556,19.0
2016,Midwest,Ohio,55-74,98,27.5,487,18.1
2016,Midwest,Ohio,75+,47,25.8,146,18.2
2016,Midwest,South Dakota,Total,18,27.3*,156,24.0
2016,Midwest,South Dakota,18-34,<10,--,57,29.1
2016,Midwest,South Dakota,35-54,<10,--,62,31.0
2016,Midwest,South Dakota,55-74,<10,--,27,14.0
2016,Midwest,South Dakota,75+,<10,--,10,16.6*
2016,Midwest,Wisconsin,Total,132,35.3,831,18.5
2016,Midwest,Wisconsin,18-34,23,69.7,242,18.8
2016,Midwest,Wisconsin,35-54,33,40.7,312,21.3
2016,Midwest,Wisconsin,55-74,50,30.1,217,16.2
2016,Midwest,Wisconsin,75+,26,27.7,60,15.1
2016,South,Alabama,Total,128,34.2,769,20.5
2016,South,Alabama,18-34,19,52.8*,209,19.3
2016,South,Alabama,35-54,36,36.4,275,22.2
2016,South,Alabama,55-74,50,29.9,215,19.4
2016,South,Alabama,75+,23,31.9,70,22.0
2016,South,All,Total,"2,611",30.6,"17,011",18.2
2016,South,All,18-34,397,44.5,"4,711",16.9
2016,South,All,35-54,715,31.0,"6,011",19.0
2016,South,All,55-74,956,26.3,"4,766",18.1
2016,South,All,75+,540,32.0,"1,523",20.0
2016,South,Arkansas,Total,79,35.1,534,23.5
2016,South,Arkansas,18-34,12,54.5*,147,21.9
2016,South,Arkansas,35-54,17,30.9*,176,23.7
2016,South,Arkansas,55-74,33,33.0,159,24.0
2016,South,Arkansas,75+,17,36.2*,52,25.8
2016,South,Delaware,Total,24,32.9,117,15.7
2016,South,Delaware,18-34,<10,--,28,13.2
2016,South,Delaware,35-54,<10,--,37,15.7
2016,South,Delaware,55-74,10,29.4*,40,17.3
2016,South,Delaware,75+,<10,--,12,18.1*
2016,South,District Of Columbia,Total,<10,--,40,7.2
2016,South,District Of Columbia,18-34,<10,--,18,7.7*
2016,South,District Of Columbia,35-54,<10,--,12,6.8*
2016,South,District Of Columbia,55-74,<10,--,10-20,--
2016,South,District Of Columbia,75+,<10,--,<10,--
2016,South,Florida,Total,530,34.0,"3,074",18.7
2016,South,Florida,18-34,52,43.0,637,14.5
2016,South,Florida,35-54,124,35.4,"1,035",19.9
2016,South,Florida,55-74,204,30.5,"1,006",20.1
2016,South,Florida,75+,150,35.7,396,21.8
2016,South,Georgia,Total,202,28.9,"1,352",17.4
2016,South,Georgia,18-34,40,51.9,409,17.2
2016,South,Georgia,35-54,57,27.3,487,17.5
2016,South,Georgia,55-74,70,23.0,369,17.7
2016,South,Georgia,75+,34,31.5,87,17.0
2016,South,Kentucky,Total,108,36.1,728,21.3
2016,South,Kentucky,18-34,10,34.5*,198,20.1
2016,South,Kentucky,35-54,31,40.3,282,24.5
2016,South,Kentucky,55-74,38,28.6,177,17.7
2016,South,Kentucky,75+,29,48.3,71,25.7
2016,South,Louisiana,Total,75,26.1,656,18.5
2016,South,Louisiana,18-34,16,45.7*,211,19.0
2016,South,Louisiana,35-54,20,24.7,223,19.1
2016,South,Louisiana,55-74,21,17.8,180,18.0
2016,South,Louisiana,75+,18,34.0*,42,15.5
2016,South,Maryland,Total,67,16.8,568,12.2
2016,South,Maryland,18-34,<10,--,149,10.9
2016,South,Maryland,35-54,19,16.4*,207,12.9
2016,South,Maryland,55-74,23,13.4,158,12.0
2016,South,Maryland,75+,10-20,--,54,15.1
2016,South,Mississippi,Total,50,25.8,373,16.5
2016,South,Mississippi,18-34,<10,--,117,17.2
2016,South,Mississippi,35-54,13,25.0*,129,17.3
2016,South,Mississippi,55-74,17,21.0*,100,15.4
2016,South,Mississippi,75+,10-20,--,27,15.0
2016,South,North Carolina,Total,184,25.2,"1,327",17.1
2016,South,North Carolina,18-34,23,26.7,334,15.0
2016,South,North Carolina,35-54,56,28.0,488,18.3
2016,South,North Carolina,55-74,71,22.8,393,17.5
2016,South,North Carolina,75+,34,25.6,112,18.0
2016,South,Oklahoma,Total,110,35.9,794,26.9
2016,South,Oklahoma,18-34,16,45.7*,257,28.1
2016,South,Oklahoma,35-54,31,39.7,283,29.6
2016,South,Oklahoma,55-74,35,26.3,190,22.8
2016,South,Oklahoma,75+,28,46.7,64,26.1
2016,South,South Carolina,Total,120,29.7,792,20.7
2016,South,South Carolina,18-34,18,41.9*,208,19.0
2016,South,South Carolina,35-54,38,36.5,279,22.4
2016,South,South Carolina,55-74,42,23.2,246,21.0
2016,South,South Carolina,75+,21,27.3,59,18.7
2016,South,Tennessee,Total,156,32.8,"1,070",20.9
2016,South,Tennessee,18-34,26,56.5,277,18.5
2016,South,Tennessee,35-54,38,31.4,410,23.8
2016,South,Tennessee,55-74,66,30.7,289,19.4
2016,South,Tennessee,75+,26,28.3,94,22.5
2016,South,Texas,Total,530,33.2,"3,339",16.3
2016,South,Texas,18-34,109,53.4,"1,089",16.0
2016,South,Texas,35-54,161,34.5,"1,194",16.5
2016,South,Texas,55-74,169,26.2,805,15.7
2016,South,Texas,75+,90,32.3,251,18.7
2016,South,Virginia,Total,196,26.9,"1,122",17.4
2016,South,Virginia,18-34,31,38.8,334,17.6
2016,South,Virginia,35-54,55,23.4,359,16.1
2016,South,Virginia,55-74,81,27.1,319,17.5
2016,South,Virginia,75+,29,25.0,110,22.4
2016,South,West Virginia,Total,50,34.5,356,24.5
2016,South,West Virginia,18-34,<10,--,89,23.5
2016,South,West Virginia,35-54,14,38.9*,135,29.0
2016,South,West Virginia,55-74,26,41.3,110,23.4
2016,South,West Virginia,75+,<10,--,22,15.7
2016,West,Alaska,Total,17,25.0*,179,33.2
2016,West,Alaska,18-34,<10,--,90,48.9
2016,West,Alaska,35-54,<10,--,57,31.2
2016,West,Alaska,55-74,<10,--,20-30,--
2016,West,Alaska,75+,<10,--,<10,--
2016,West,All,Total,"1,576",35.0,"11,105",19.0
2016,West,All,18-34,224,47.9,"3,061",16.6
2016,West,All,35-54,418,38.8,"3,854",19.5
2016,West,All,55-74,595,30.6,"3,155",19.9
2016,West,All,75+,337,33.4,"1,035",23.0
2016,West,Arizona,Total,227,44.1,"1,236",23.4
2016,West,Arizona,18-34,31,68.9,333,20.9
2016,West,Arizona,35-54,49,41.9,396,23.4
2016,West,Arizona,55-74,89,39.9,373,24.6
2016,West,Arizona,75+,57,43.8,134,27.6
2016,West,California,Total,490,28.2,"4,167",13.9
2016,West,California,18-34,71,38.2,"1,075",11.1
2016,West,California,35-54,128,32.8,"1,414",13.7
2016,West,California,55-74,162,22.1,"1,231",15.8
2016,West,California,75+,129,30.3,447,19.8
2016,West,Colorado,Total,175,42.9,"1,110",26.1
2016,West,Colorado,18-34,31,66.0,344,25.6
2016,West,Colorado,35-54,54,47.4,404,27.7
2016,West,Colorado,55-74,68,39.8,290,25.0
2016,West,Colorado,75+,22,29.3,72,25.5
2016,West,Hawaii,Total,11,9.7*,168,15.5
2016,West,Hawaii,18-34,<10,--,66,21.6
2016,West,Hawaii,35-54,<10,--,55,15.8
2016,West,Hawaii,55-74,<10,--,40-50,--
2016,West,Hawaii,75+,<10,--,<10,--
2016,West,Idaho,Total,58,47.2,335,26.9
2016,West,Idaho,18-34,<10,--,75,19.9
2016,West,Idaho,35-54,18,60.0*,146,36.2
2016,West,Idaho,55-74,24,45.3,91,25.2
2016,West,Idaho,75+,10-20,--,23,22.8
2016,West,Montana,Total,42,45.7,250,30.8
2016,West,Montana,18-34,<10,--,89,39.5
2016,West,Montana,35-54,13,59.1*,82,33.1
2016,West,Montana,55-74,21,51.2,64,24.3
2016,West,Montana,75+,<10,--,15,20.2*
2016,West,Nevada,Total,107,48.2,631,28.0
2016,West,Nevada,18-34,11,52.4*,143,21.3
2016,West,Nevada,35-54,23,41.8,223,28.6
2016,West,Nevada,55-74,39,38.6,183,28.6
2016,West,Nevada,75+,34,75.6,82,49.4
2016,West,New Mexico,Total,71,44.1,456,28.8
2016,West,New Mexico,18-34,11,78.6*,129,27.5
2016,West,New Mexico,35-54,17,44.7*,160,32.2
2016,West,New Mexico,55-74,27,37.0,127,26.7
2016,West,New Mexico,75+,16,44.4*,40,28.7
2016,West,Oregon,Total,122,39.4,744,23.1
2016,West,Oregon,18-34,14,56.0*,165,17.6
2016,West,Oregon,35-54,30,44.8,264,25.2
2016,West,Oregon,55-74,50,34.5,231,24.0
2016,West,Oregon,75+,28,38.4,84,30.9
2016,West,Utah,Total,59,43.4,588,27.7
2016,West,Utah,18-34,10,62.5*,201,25.4
2016,West,Utah,35-54,18,52.9*,239,33.2
2016,West,Utah,55-74,17,31.5*,116,24.0
2016,West,Utah,75+,14,43.8*,32,24.8
2016,West,Washington,Total,174,30.6,"1,104",19.7
2016,West,Washington,18-34,22,38.6,319,18.8
2016,West,Washington,35-54,48,32.4,358,19.0
2016,West,Washington,55-74,81,31.9,345,21.5
2016,West,Washington,75+,22,20.4,82,19.3
2016,West,Wyoming,Total,23,48.9,137,31.0
2016,West,Wyoming,18-34,<10,--,32,24.1
2016,West,Wyoming,35-54,<10,--,56,39.8
2016,West,Wyoming,55-74,<10,--,33,24.5
2016,West,Wyoming,75+,<10,--,16,47.1*
